attribute,mean,max,min
ALogP,-0.8091128063725477,11.273,-28.3519
pattern_c73,0.45955882352941174,1.0,0.0
pubchem_f619,0.46017156862745096,1.0,0.0
pubchem_f372,0.47181372549019607,1.0,0.0
pubchem_f665,0.5159313725490197,1.0,0.0
pubchem_f565,0.5202205882352942,1.0,0.0
pubchem_f371,0.4852941176470588,1.0,0.0
pubchem_f604,0.46875,1.0,0.0
pubchem_f678,0.46875,1.0,0.0
pubchem_f579,0.46875,1.0,0.0
pubchem_f585,0.46875,1.0,0.0
pattern_c71,0.47181372549019607,1.0,0.0
pubchem_f553,0.47181372549019607,1.0,0.0
pubchem_f521,0.47181372549019607,1.0,0.0
pubchem_f471,0.47181372549019607,1.0,0.0
pubchem_f669,0.4742647058823529,1.0,0.0
pubchem_f635,0.4742647058823529,1.0,0.0
pubchem_f571,0.4834558823529412,1.0,0.0
pubchem_f596,0.47855392156862747,1.0,0.0
pubchem_f609,0.47855392156862747,1.0,0.0
pattern_c77,0.44669117647058826,1.0,0.0
pattern_c76,0.44424019607843135,1.0,0.0
nAtomP,7.71936274509804,34.0,0.0
pubchem_f385,0.5073529411764706,1.0,0.0
pattern_c75,0.5079656862745098,1.0,0.0
pubchem_f356,0.5177696078431373,1.0,0.0
pubchem_f256,0.5220588235294118,1.0,0.0
maccs_k162,0.522671568627451,1.0,0.0
aromatic,0.522671568627451,1.0,0.0
nHBDon,2.8382352941176467,34.0,0.0
maccs_322_035,0.5661764705882353,1.0,0.0
pattern_c44,0.49203431372549017,1.0,0.0
ATSm4,53.860832400735276,378.682984,0.0
TopoPSA,102.97335171568615,965.2,0.0
pubchem_f357,0.4221813725490196,1.0,0.0
para_substituted_ring,0.5110294117647058,1.0,0.0
pattern_c69,0.39215686274509803,1.0,0.0
ortho_substituted_ring,0.5079656862745098,1.0,0.0
meta_substituted_ring,0.5091911764705882,1.0,0.0
maccs_322_015,0.5098039215686274,1.0,0.0
maccs_k144,0.5098039215686274,1.0,0.0
pubchem_f340,0.39215686274509803,1.0,0.0
pubchem_f517,0.5802696078431373,1.0,0.0
pattern_c68,0.3131127450980392,1.0,0.0
pattern_c80,0.3584558823529412,1.0,0.0
pattern_c67,0.4074754901960784,1.0,0.0
pattern_c83,0.3602941176470588,1.0,0.0
pattern_c81,0.36703431372549017,1.0,0.0
pattern_c78,0.3247549019607843,1.0,0.0
pattern_c79,0.3639705882352941,1.0,0.0
maccs_k054,0.27450980392156865,1.0,0.0
pattern_c70,0.32659313725490197,1.0,0.0
maccs_k107,0.12745098039215685,1.0,0.0
pattern_c72,0.3866421568627451,1.0,0.0
pubchem_f592,0.07169117647058823,1.0,0.0
organohalide,0.12867647058823528,1.0,0.0
pattern_c13,0.12867647058823528,1.0,0.0
XLogP,2.3193351715686266,23.399,-19.634
aryl halide,0.09129901960784313,1.0,0.0
pattern_c82,0.3492647058823529,1.0,0.0
ATSm3,48.25158931004907,298.747967,0.0
maccs_k134,0.12990196078431374,1.0,0.0
halide,0.12990196078431374,1.0,0.0
pattern_c74,0.3700980392156863,1.0,0.0
pubchem_f551,0.07291666666666667,1.0,0.0
secondary alcohol,0.31433823529411764,1.0,0.0
pubchem_f343,0.08088235294117647,1.0,0.0
pubchem_f258,0.3272058823529412,1.0,0.0
maccs_k087,0.09375,1.0,0.0
maccs_k125,0.33026960784313725,1.0,0.0
pubchem_f295,0.08394607843137254,1.0,0.0
bpol,38.370044866421495,247.965709,0.0
aliphatic alcohol,0.3161764705882353,1.0,0.0
apol,61.480370574754836,366.140291,1.468793
pubchem_f038,0.08517156862745098,1.0,0.0
maccs_k103,0.08517156862745098,1.0,0.0
ATSc3,-0.06314871139705887,2.779294,-2.440778
AMR,100.4979493872547,512.0106,0.0
MLogP,2.906311274509805,7.29,-2.06
pubchem_f599,0.0661764705882353,1.0,0.0
pattern_c111,0.2800245098039216,1.0,0.0
unfused_benzene,0.28431372549019607,1.0,0.0
benzene,0.28431372549019607,1.0,0.0
phenoxide_para_subs,0.28431372549019607,1.0,0.0
pubchem_f634,0.24387254901960784,1.0,0.0
pubchem_f502,0.06740196078431372,1.0,0.0
pubchem_f363,0.06740196078431372,1.0,0.0
pubchem_f022,0.16666666666666666,1.0,0.0
pubchem_f572,0.3474264705882353,1.0,0.0
maccs_322_028,0.6605392156862745,1.0,0.0
pattern_c88,0.6605392156862745,1.0,0.0
pattern_c305,0.061274509803921566,1.0,0.0
maccs_k086,0.18382352941176472,1.0,0.0
edg,0.29840686274509803,1.0,0.0
ATSc1,0.7001100245098046,7.011197,0.0
pubchem_f435,0.7089460784313726,1.0,0.0
pubchem_f504,0.06311274509803921,1.0,0.0
sugar_pattern_1,0.14767156862745098,1.0,0.0
pubchem_f004,0.26715686274509803,1.0,0.0
pubchem_f608,0.2971813725490196,1.0,0.0
maccs_k053,0.24325980392156862,1.0,0.0
pubchem_f618,0.5367647058823529,1.0,0.0
pubchem_f664,0.24693627450980393,1.0,0.0
MW,387.55185144056384,2446.198955,17.00274
pubchem_f601,0.20036764705882354,1.0,0.0
maccs_k131,0.47181372549019607,1.0,0.0
pubchem_f525,0.7132352941176471,1.0,0.0
pubchem_f679,0.7046568627450981,1.0,0.0
pubchem_f661,0.7046568627450981,1.0,0.0
nHBAcc,6.379901960784316,60.0,0.0
maccs_322_051,0.35049019607843135,1.0,0.0
pubchem_f021,0.4105392156862745,1.0,0.0
maccs_k140,0.4105392156862745,1.0,0.0
pubchem_f447,0.7395833333333334,1.0,0.0
ATSm5,51.71408499080885,407.642377,0.0
pubchem_f550,0.2818627450980392,1.0,0.0
ATSm2,33.31832267708328,201.24035,0.0
nB,28.758578431372534,176.0,0.0
sugar_pattern_2,0.12683823529411764,1.0,0.0
pubchem_f600,0.7144607843137255,1.0,0.0
maccs_k132,0.5912990196078431,1.0,0.0
pubchem_f629,0.2622549019607843,1.0,0.0
pubchem_f682,0.24325980392156862,1.0,0.0
tertiary aliph amine,0.1133578431372549,1.0,0.0
ALogp2,17.821823409313676,803.830234,0.0
pubchem_f666,0.21200980392156862,1.0,0.0
hexoside,0.09803921568627451,1.0,0.0
maccs_322_044,0.6795343137254902,1.0,0.0
pattern_c137,0.0508578431372549,1.0,0.0
pubchem_f309,0.5790441176470589,1.0,0.0
maccs_k139,0.5790441176470589,1.0,0.0
maccs_322_027,0.7849264705882353,1.0,0.0
pattern_c86,0.7849264705882353,1.0,0.0
pubchem_f465,0.2935049019607843,1.0,0.0
pubchem_f014,0.13419117647058823,1.0,0.0
pubchem_f611,0.13419117647058823,1.0,0.0
pubchem_f641,0.7254901960784313,1.0,0.0
sugar_pattern_combi,0.11642156862745098,1.0,0.0
pubchem_f180,0.602328431372549,1.0,0.0
acetal,0.1323529411764706,1.0,0.0
pattern_c34,0.6446078431372549,1.0,0.0
maccs_322_034,0.6446078431372549,1.0,0.0
pattern_c89,0.6446078431372549,1.0,0.0
maccs_k072,0.3174019607843137,1.0,0.0
pubchem_f557,0.7395833333333334,1.0,0.0
pubchem_f491,0.7395833333333334,1.0,0.0
maccs_k085,0.23284313725490197,1.0,0.0
pubchem_f392,0.23284313725490197,1.0,0.0
pubchem_f840,0.11274509803921569,1.0,0.0
pattern_c65,0.1256127450980392,1.0,0.0
pubchem_f407,0.5680147058823529,1.0,0.0
hydroxyl,0.5680147058823529,1.0,0.0
pubchem_f547,0.19424019607843138,1.0,0.0
pattern_c26,0.12622549019607843,1.0,0.0
nRotB,7.579656862745095,81.0,0.0
phenylhalide_ortho_subs,0.058823529411764705,1.0,0.0
phenylhalide_para_subs,0.058823529411764705,1.0,0.0
pubchem_f179,0.7524509803921569,1.0,0.0
pubchem_f568,0.2861519607843137,1.0,0.0
halobenzene,0.05943627450980392,1.0,0.0
pubchem_f348,0.12622549019607843,1.0,0.0
pubchem_f431,0.5943627450980392,1.0,0.0
sugar_pattern_2_beta,0.08394607843137254,1.0,0.0
pattern_c112,0.16605392156862744,1.0,0.0
pubchem_f662,0.15318627450980393,1.0,0.0
pattern_c66,0.12438725490196079,1.0,0.0
pubchem_f503,0.19852941176470587,1.0,0.0
nAcid,0.446078431372549,14.0,0.0
pattern_c138,0.04534313725490196,1.0,0.0
pattern_c104,0.25674019607843135,1.0,0.0
maccs_k090,0.47120098039215685,1.0,0.0
ATSc2,-0.31395003431372526,0.005913,-3.619953
maccs_322_259,0.27818627450980393,1.0,0.0
ring_of_size6,0.7616421568627451,1.0,0.0
maccs_k163,0.7616421568627451,1.0,0.0
pubchem_f368,0.13480392156862744,1.0,0.0
pattern_c98,0.24325980392156862,1.0,0.0
pubchem_f861,0.13357843137254902,1.0,0.0
maccs_322_013,0.23590686274509803,1.0,0.0
primary alcohol,0.15870098039215685,1.0,0.0
pubchem_f145,0.1323529411764706,1.0,0.0
pattern_c6,0.2647058823529412,1.0,0.0
poly_sugar_1,0.07659313725490197,1.0,0.0
pubchem_f342,0.6482843137254902,1.0,0.0
maccs_k152,0.6482843137254902,1.0,0.0
pattern_c102,0.24571078431372548,1.0,0.0
steroid,0.07598039215686274,1.0,0.0
pubchem_f391,0.47671568627450983,1.0,0.0
phenylalkyl_para_subs,0.14583333333333334,1.0,0.0
pubchem_f640,0.29901960784313725,1.0,0.0
maccs_k135,0.14644607843137256,1.0,0.0
pubchem_f442,0.7781862745098039,1.0,0.0
posionazable,0.16789215686274508,1.0,0.0
pubchem_f564,0.15502450980392157,1.0,0.0
pattern_c110,0.0741421568627451,1.0,0.0
pubchem_f023,0.07352941176470588,1.0,0.0
poly_sugar_2,0.07352941176470588,1.0,0.0
pattern_c109,0.27267156862745096,1.0,0.0
pubchem_f417,0.7800245098039216,1.0,0.0
ATSc4,0.05188348651960787,2.436468,-3.204807
maccs_k093,0.2616421568627451,1.0,0.0
pubchem_f347,0.5337009803921569,1.0,0.0
ewg,0.09865196078431372,1.0,0.0
pattern_c35,0.35232843137254904,1.0,0.0
pattern_c85,0.35232843137254904,1.0,0.0
cc_double_bond,0.35294117647058826,1.0,0.0
maccs_k099,0.35294117647058826,1.0,0.0
maccs_322_125,0.35294117647058826,1.0,0.0
pubchem_f546,0.25245098039215685,1.0,0.0
maccs_k076,0.35232843137254904,1.0,0.0
pattern_c42,0.32659313725490197,1.0,0.0
alkenyl,0.32659313725490197,1.0,0.0
pattern_c41,0.32659313725490197,1.0,0.0
maccs_k104,0.4479166666666667,1.0,0.0
maccs_k148,0.5073529411764706,1.0,0.0
pattern_c16,0.27267156862745096,1.0,0.0
pubchem_f638,0.7156862745098039,1.0,0.0
maccs_k156,0.5153186274509803,1.0,0.0
maccs_k126,0.7340686274509803,1.0,0.0
pubchem_f663,0.25306372549019607,1.0,0.0
cn_single_bond,0.4791666666666667,1.0,0.0
maccs_k158,0.4791666666666667,1.0,0.0
pubchem_f691,0.3069852941176471,1.0,0.0
maccs_k146,0.5557598039215687,1.0,0.0
pattern_c108,0.0778186274509804,1.0,0.0
pubchem_f377,0.2555147058823529,1.0,0.0
aliphatic_chain_13,0.14583333333333334,1.0,0.0
oxolane,0.08946078431372549,1.0,0.0
pattern_c113,0.12009803921568628,1.0,0.0
maccs_k082,0.25857843137254904,1.0,0.0
pubchem_f286,0.5202205882352942,1.0,0.0
maccs_k122,0.49080882352941174,1.0,0.0
sugar_pattern_2_alpha,0.08823529411764706,1.0,0.0
nitrogen_atom,0.5208333333333334,1.0,0.0
pubchem_f015,0.5208333333333334,1.0,0.0
maccs_k161,0.5208333333333334,1.0,0.0
pubchem_f718,0.01715686274509804,1.0,0.0
pubchem_f781,0.01715686274509804,1.0,0.0
ATSc5,-0.05115896507352939,3.054225,-3.357506
pattern_c96,0.2113970588235294,1.0,0.0
maccs_k100,0.27144607843137253,1.0,0.0
pubchem_f039,0.02696078431372549,1.0,0.0
pubchem_f353,0.8590686274509803,1.0,0.0
pubchem_f687,0.1636029411764706,1.0,0.0
pubchem_f450,0.2616421568627451,1.0,0.0
pubchem_f578,0.12071078431372549,1.0,0.0
pubchem_f536,0.5888480392156863,1.0,0.0
pubchem_f381,0.45894607843137253,1.0,0.0
maccs_k123,0.45894607843137253,1.0,0.0
pattern_c101,0.23835784313725492,1.0,0.0
maccs_322_061,0.7297794117647058,1.0,0.0
pattern_c100,0.21629901960784315,1.0,0.0
pattern_c97,0.21629901960784315,1.0,0.0
pubchem_f614,0.4430147058823529,1.0,0.0
pattern_c103,0.2426470588235294,1.0,0.0
pubchem_f656,0.29840686274509803,1.0,0.0
carbonyl,0.5741421568627451,1.0,0.0
pattern_c105,0.24448529411764705,1.0,0.0
maccs_322_258,0.1801470588235294,1.0,0.0
pattern_c99,0.23345588235294118,1.0,0.0
pubchem_f702,0.2708333333333333,1.0,0.0
pubchem_f352,0.5134803921568627,1.0,0.0
pattern_c39,0.5134803921568627,1.0,0.0
pubchem_f541,0.4209558823529412,1.0,0.0
pubchem_f681,0.678921568627451,1.0,0.0
pattern_c50,0.3131127450980392,1.0,0.0
pattern_c139,0.03799019607843137,1.0,0.0
maccs_322_017,0.5422794117647058,1.0,0.0
pubchem_f444,0.6439950980392157,1.0,0.0
maccs_322_060,0.4172794117647059,1.0,0.0
112_trisubstituted_alkene,0.16237745098039216,1.0,0.0
pattern_c342,0.014093137254901961,1.0,0.0
pubchem_f814,0.014093137254901961,1.0,0.0
pubchem_f751,0.014093137254901961,1.0,0.0
pubchem_f586,0.23100490196078433,1.0,0.0
pubchem_f658,0.23100490196078433,1.0,0.0
pubchem_f367,0.6158088235294118,1.0,0.0
pubchem_f187,0.3314950980392157,1.0,0.0
pattern_c87,0.3382352941176471,1.0,0.0
pubchem_f438,0.23774509803921567,1.0,0.0
sat_carb_r6,0.23774509803921567,1.0,0.0
pattern_c48,0.40441176470588236,1.0,0.0
pubchem_f615,0.40441176470588236,1.0,0.0
azacycle,0.3075980392156863,1.0,0.0
maccs_k121,0.3075980392156863,1.0,0.0
maccs_k026,0.08823529411764706,1.0,0.0
pattern_c145,0.017769607843137254,1.0,0.0
alkyl carbamate,0.006740196078431373,1.0,0.0
pubchem_f496,0.2340686274509804,1.0,0.0
maccs_k057,0.33088235294117646,1.0,0.0
oxacycle,0.33088235294117646,1.0,0.0
pattern_c116,0.07107843137254902,1.0,0.0
maccs_k157,0.7647058823529411,1.0,0.0
co_single_bond,0.7647058823529411,1.0,0.0
pubchem_f189,0.11213235294117647,1.0,0.0
sulfonylurea,0.001838235294117647,1.0,0.0
pattern_c201,0.001838235294117647,1.0,0.0
pubchem_f580,0.5404411764705882,1.0,0.0
pubchem_f593,0.4534313725490196,1.0,0.0
pubchem_f802,0.022058823529411766,1.0,0.0
pubchem_f739,0.022058823529411766,1.0,0.0
fatty acyl,0.25,1.0,0.0
maccs_k091,0.4736519607843137,1.0,0.0
pattern_c49,0.3180147058823529,1.0,0.0
pattern_c2,0.09681372549019608,1.0,0.0
pubchem_f220,0.02267156862745098,1.0,0.0
pattern_c121,0.015931372549019607,1.0,0.0
pubchem_f684,0.43014705882352944,1.0,0.0
maccs_322_050,0.20036764705882354,1.0,0.0
pattern_c308,0.0196078431372549,1.0,0.0
pattern_c256,0.0196078431372549,1.0,0.0
pubchem_f441,0.37806372549019607,1.0,0.0
pubchem_f016,0.3235294117647059,1.0,0.0
maccs_k142,0.3235294117647059,1.0,0.0
maccs_k050,0.2181372549019608,1.0,0.0
maccs_k129,0.5471813725490197,1.0,0.0
pattern_c52,0.22426470588235295,1.0,0.0
pubchem_f287,0.8725490196078431,1.0,0.0
pubchem_f711,0.65625,1.0,0.0
pubchem_f575,0.28125,1.0,0.0
pubchem_f219,0.02022058823529412,1.0,0.0
_13-tautomerizable,0.6274509803921569,1.0,0.0
pattern_c38,0.6274509803921569,1.0,0.0
pubchem_f701,0.21568627450980393,1.0,0.0
pubchem_f366,0.45526960784313725,1.0,0.0
pattern_c147,0.007965686274509803,1.0,0.0
pattern_c54,0.2267156862745098,1.0,0.0
pattern_c285,0.09129901960784313,1.0,0.0
pubchem_f657,0.3939950980392157,1.0,0.0
pubchem_f196,0.0625,1.0,0.0
maccs_322_139,0.024509803921568627,1.0,0.0
maccs_k063,0.024509803921568627,1.0,0.0
maccs_322_137,0.024509803921568627,1.0,0.0
maccs_k128,0.5490196078431373,1.0,0.0
pubchem_f549,0.28431372549019607,1.0,0.0
pattern_c161,0.15808823529411764,1.0,0.0
pattern_c55,0.22303921568627452,1.0,0.0
pubchem_f336,0.3547794117647059,1.0,0.0
pubchem_f203,0.03982843137254902,1.0,0.0
pubchem_f543,0.22977941176470587,1.0,0.0
maccs_k094,0.08884803921568628,1.0,0.0
pattern_c118,0.0392156862745098,1.0,0.0
pubchem_f378,0.1948529411764706,1.0,0.0
peptide,0.03860294117647059,1.0,0.0
maccs_k113,0.26838235294117646,1.0,0.0
pubchem_f463,0.12193627450980392,1.0,0.0
pubchem_f538,0.12193627450980392,1.0,0.0
allylic alcohol,0.05943627450980392,1.0,0.0
pattern_c142,0.011642156862745098,1.0,0.0
pattern_c120,0.04656862745098039,1.0,0.0
aliph_carboxylic,0.19975490196078433,1.0,0.0
pubchem_f590,0.18995098039215685,1.0,0.0
pubchem_f627,0.18995098039215685,1.0,0.0
pyridine,0.025735294117647058,1.0,0.0
pubchem_f685,0.5012254901960784,1.0,0.0
pubchem_f566,0.19056372549019607,1.0,0.0
pubchem_f605,0.21446078431372548,1.0,0.0
pattern_c236,0.15012254901960784,1.0,0.0
pubchem_f607,0.24571078431372548,1.0,0.0
pubchem_f652,0.24571078431372548,1.0,0.0
maccs_k059,0.0428921568627451,1.0,0.0
phenolether_ortho_subs,0.07107843137254902,1.0,0.0
pubchem_f527,0.009191176470588236,1.0,0.0
pubchem_f383,0.23529411764705882,1.0,0.0
maccs_k108,0.48284313725490197,1.0,0.0
pubchem_f542,0.24816176470588236,1.0,0.0
alkylarylether,0.14705882352941177,1.0,0.0
pattern_c28,0.14705882352941177,1.0,0.0
phenolether_para_subs,0.07230392156862746,1.0,0.0
maccs_322_157,0.00428921568627451,1.0,0.0
cyclic,0.8333333333333334,1.0,0.0
maccs_k165,0.8333333333333334,1.0,0.0
pattern_c319,0.015931372549019607,1.0,0.0
pubchem_f710,0.6709558823529411,1.0,0.0
thiophosphoric_acid_ester,0.0024509803921568627,1.0,0.0
pattern_c56,0.21997549019607843,1.0,0.0
pubchem_f793,0.012867647058823529,1.0,0.0
pubchem_f730,0.012867647058823529,1.0,0.0
maccs_k070,0.031862745098039214,1.0,0.0
pattern_c324,0.03615196078431373,1.0,0.0
pubchem_f477,0.20220588235294118,1.0,0.0
carboxyl,0.2181372549019608,1.0,0.0
pattern_c57,0.22181372549019607,1.0,0.0
pattern_c106,0.22181372549019607,1.0,0.0
pubchem_f001,0.9632352941176471,1.0,0.0
pattern_c199,0.032475490196078434,1.0,0.0
pattern_c297,0.032475490196078434,1.0,0.0
pattern_c224,0.0012254901960784314,1.0,0.0
nAromBond,0.08026960784313726,22.0,0.0
maccs_322_045,0.06004901960784314,1.0,0.0
pubchem_f382,0.27267156862745096,1.0,0.0
pattern_c58,0.21691176470588236,1.0,0.0
pubchem_f424,0.028799019607843136,1.0,0.0
pattern_c59,0.22365196078431374,1.0,0.0
pattern_c334,0.01715686274509804,1.0,0.0
pubchem_f389,0.03125,1.0,0.0
maccs_k089,0.37683823529411764,1.0,0.0
pubchem_f530,0.010416666666666666,1.0,0.0
phenol ether,0.07107843137254902,1.0,0.0
pubchem_f151,0.1213235294117647,1.0,0.0
pattern_c222,0.004901960784313725,1.0,0.0
pattern_c247,0.025122549019607844,1.0,0.0
pubchem_f499,0.26286764705882354,1.0,0.0
pattern_c53,0.22549019607843138,1.0,0.0
pattern_c51,0.22549019607843138,1.0,0.0
filter_fused_rings_65_heterocyclic,0.2555147058823529,1.0,0.0
pubchem_f533,0.052083333333333336,1.0,0.0
pubchem_f421,0.6654411764705882,1.0,0.0
pubchem_f567,0.21262254901960784,1.0,0.0
pubchem_f610,0.014093137254901961,1.0,0.0
maccs_k062,0.15992647058823528,1.0,0.0
alpha_beta-unsaturated_system,0.12990196078431374,1.0,0.0
pattern_c84,0.38848039215686275,1.0,0.0
maccs_322_029,0.38848039215686275,1.0,0.0
maccs_k075,0.2512254901960784,1.0,0.0
pattern_c10,0.1488970588235294,1.0,0.0
pubchem_f214,0.03860294117647059,1.0,0.0
maccs_k106,0.17830882352941177,1.0,0.0
maccs_k064,0.03431372549019608,1.0,0.0
pattern_c115,0.12867647058823528,1.0,0.0
maccs_k155,0.8504901960784313,1.0,0.0
pattern_c307,0.011029411764705883,1.0,0.0
maccs_k023,0.011029411764705883,1.0,0.0
maccs_k111,0.34375,1.0,0.0
pubchem_f003,0.6825980392156863,1.0,0.0
ketone,0.16544117647058823,1.0,0.0
pattern_c95,0.1053921568627451,1.0,0.0
primary_amino_azaheterocycle,0.028186274509803922,1.0,0.0
pubchem_f453,0.3860294117647059,1.0,0.0
pattern_c21,0.06862745098039216,1.0,0.0
maccs_322_127,0.5943627450980392,1.0,0.0
pubchem_f532,0.058823529411764705,1.0,0.0
pattern_c163,0.05392156862745098,1.0,0.0
pattern_c37,0.53125,1.0,0.0
pubchem_f727,0.0030637254901960784,1.0,0.0
pubchem_f790,0.0030637254901960784,1.0,0.0
pubchem_f144,0.4068627450980392,1.0,0.0
maccs_k096,0.4068627450980392,1.0,0.0
ring_of_size5,0.4068627450980392,1.0,0.0
pattern_c203,0.0055147058823529415,1.0,0.0
pubchem_f384,0.05943627450980392,1.0,0.0
pubchem_f346,0.42830882352941174,1.0,0.0
filter_bridged_rings_65_heterocyclic,0.0545343137254902,1.0,0.0
pubchem_f210,0.02696078431372549,1.0,0.0
maccs_k154,0.6593137254901961,1.0,0.0
maccs_322_007,0.7236519607843137,1.0,0.0
pubchem_f774,0.00857843137254902,1.0,0.0
pubchem_f186,0.5367647058823529,1.0,0.0
pubchem_f690,0.6035539215686274,1.0,0.0
pubchem_f841,0.058823529411764705,1.0,0.0
purine,0.025735294117647058,1.0,0.0
pattern_c91,0.10845588235294118,1.0,0.0
r5_1ht_sat,0.1133578431372549,1.0,0.0
maccs_k147,0.6029411764705882,1.0,0.0
maccs_k081,0.12009803921568628,1.0,0.0
maccs_k118,0.602328431372549,1.0,0.0
pubchem_f822,0.10355392156862746,1.0,0.0
maccs_322_257,0.5814950980392157,1.0,0.0
maccs_322_008,0.9178921568627451,1.0,0.0
pattern_c94,0.051470588235294115,1.0,0.0
2-N-linked ribose deriv.,0.024509803921568627,1.0,0.0
pubchem_f756,0.08272058823529412,1.0,0.0
pattern_c92,0.11580882352941177,1.0,0.0
pattern_c140,0.02022058823529412,1.0,0.0
pubchem_f837,0.009191176470588236,1.0,0.0
pubchem_f835,0.006127450980392157,1.0,0.0
pubchem_f772,0.006127450980392157,1.0,0.0
organophosphate,0.02389705882352941,1.0,0.0
pubchem_f862,0.056372549019607844,1.0,0.0
maccs_k145,0.5422794117647058,1.0,0.0
filter_fused_rings_67_heterocyclic,0.0428921568627451,1.0,0.0
maccs_322_031,0.012867647058823529,1.0,0.0
pubchem_f032,0.023284313725490197,1.0,0.0
benzo-14-diazepine,0.003676470588235294,1.0,0.0
pubchem_f670,0.003676470588235294,1.0,0.0
pattern_c209,0.003676470588235294,1.0,0.0
vinylogous-halide,0.003676470588235294,1.0,0.0
filter_bridged_rings_55_heterocyclic,0.02267156862745098,1.0,0.0
maccs_k133,0.18321078431372548,1.0,0.0
acetal_like,0.0545343137254902,1.0,0.0
12_disubstituted_alkene,0.15441176470588236,1.0,0.0
12_dihalo_arene,0.00980392156862745,1.0,0.0
pubchem_f696,0.08762254901960784,1.0,0.0
pattern_c238,0.0392156862745098,1.0,0.0
pubchem_f301,0.04411764705882353,1.0,0.0
maccs_k052,0.04411764705882353,1.0,0.0
pubchem_f757,0.1133578431372549,1.0,0.0
pattern_c29,0.15379901960784315,1.0,0.0
pattern_c90,0.125,1.0,0.0
pubchem_f373,0.0857843137254902,1.0,0.0
maccs_k124,0.15441176470588236,1.0,0.0
pubchem_f660,0.19669117647058823,1.0,0.0
pubchem_f777,0.22977941176470587,1.0,0.0
maccs_k034,0.06495098039215687,1.0,0.0
pubchem_f433,0.22058823529411764,1.0,0.0
tetralin,0.017769607843137254,1.0,0.0
maccs_k115,0.4944852941176471,1.0,0.0
terminal_cc_bond,0.06433823529411764,1.0,0.0
pattern_c11,0.6997549019607843,1.0,0.0
pubchem_f709,0.6997549019607843,1.0,0.0
pubchem_f759,0.09252450980392157,1.0,0.0
maccs_k130,0.11519607843137254,1.0,0.0
pubchem_f577,0.13848039215686275,1.0,0.0
pubchem_f360,0.052083333333333336,1.0,0.0
maccs_322_059,0.8903186274509803,1.0,0.0
pattern_c164,0.07107843137254902,1.0,0.0
pubchem_f436,0.08762254901960784,1.0,0.0
pubchem_f446,0.08762254901960784,1.0,0.0
pattern_c243,0.02022058823529412,1.0,0.0
maccs_k067,0.0508578431372549,1.0,0.0
pubchem_f712,0.2261029411764706,1.0,0.0
phosphate monoester,0.0196078431372549,1.0,0.0
pubchem_f158,0.0196078431372549,1.0,0.0
pubchem_f260,0.13419117647058823,1.0,0.0
maccs_k136,0.33578431372549017,1.0,0.0
secondary carboxamide,0.13112745098039216,1.0,0.0
pattern_c19,0.13112745098039216,1.0,0.0
maccs_k088,0.12867647058823528,1.0,0.0
pattern_c93,0.12867647058823528,1.0,0.0
sulfur_atom,0.12867647058823528,1.0,0.0
pubchem_f034,0.12867647058823528,1.0,0.0
pubchem_f798,0.2493872549019608,1.0,0.0
pubchem_f598,0.17095588235294118,1.0,0.0
maccs_k109,0.3272058823529412,1.0,0.0
mixed_anhydride,0.018995098039215685,1.0,0.0
n-acyl-aliphatic alpha-amino-acid,0.018995098039215685,1.0,0.0
phenoxy_compound,0.11764705882352941,1.0,0.0
pubchem_f693,0.4381127450980392,1.0,0.0
macrocycle_r12_r40,0.01838235294117647,1.0,0.0
maccs_k116,0.5018382352941176,1.0,0.0
pattern_c317,0.017769607843137254,1.0,0.0
pubchem_f556,0.18566176470588236,1.0,0.0
maccs_k117,0.27512254901960786,1.0,0.0
pubchem_f642,0.375,1.0,0.0
maccs_k095,0.2604166666666667,1.0,0.0
pattern_c47,0.4846813725490196,1.0,0.0
pattern_c252,0.016544117647058824,1.0,0.0
guanidine,0.016544117647058824,1.0,0.0
pubchem_f335,0.2267156862745098,1.0,0.0
dialkylether,0.0784313725490196,1.0,0.0
pubchem_f299,6.127450980392157E-4,1.0,0.0
pattern_c125,6.127450980392157E-4,1.0,0.0
4_hydroxyanilide,6.127450980392157E-4,1.0,0.0
maccs_k027,6.127450980392157E-4,1.0,0.0
benzo_14_diazepine,6.127450980392157E-4,1.0,0.0
pubchem_f048,6.127450980392157E-4,1.0,0.0
dibenzo_14_diazepine,6.127450980392157E-4,1.0,0.0
pubchem_f349,6.127450980392157E-4,1.0,0.0
pattern_c204,6.127450980392157E-4,1.0,0.0
pubchem_f047,6.127450980392157E-4,1.0,0.0
dibenzazepine,6.127450980392157E-4,1.0,0.0
pubchem_f351,6.127450980392157E-4,1.0,0.0
pattern_c352,6.127450980392157E-4,1.0,0.0
aryl_urea,6.127450980392157E-4,1.0,0.0
maccs_k025,0.03370098039215686,1.0,0.0
maccs_k084,0.11519607843137254,1.0,0.0
lactone,0.07720588235294118,1.0,0.0
pubchem_f449,0.044730392156862746,1.0,0.0
maccs_k016,0.014705882352941176,1.0,0.0
pubchem_f119,0.014705882352941176,1.0,0.0
epoxide,0.014093137254901961,1.0,0.0
pubchem_f152,0.013480392156862746,1.0,0.0
pubchem_f148,0.013480392156862746,1.0,0.0
2C8,0.0,0.0,0.0
